year,ahe,bachelor,female,age
1998,13.73626328,0,1,31
1998,16.82692337,0,0,31
1998,14.42307663,0,1,28
1998,19.23077011,0,0,34
1998,14.42307663,0,0,26
1998,8.5,1,0,31
1998,12.5,0,0,32
1998,18.26922989,0,1,29
1998,6.481481552,0,1,32
1998,13.41681576,0,0,33
1998,5.25,0,0,29
1998,13.94230747,1,0,28
1998,37.98077011,1,0,27
1998,24.03846169,1,1,26
1998,13.98601437,1,0,25
1998,22.64957237,0,0,30
1998,17.94871712,0,1,31
1998,30.76922989,0,0,34
1998,12.65182209,0,1,28
1998,17.58241844,1,0,31
1998,11.09923077,1,0,25
1998,12.01923084,0,0,34
1998,18.26922989,1,0,27
1998,14.79289913,0,0,34
1998,21.15384674,1,1,27
